id,imdb_id,popularity,title,cast,genres,cast_orig,genres_orig,combined
98582,tt1924277,0.329419,grupo 7,Antonio de la Torre Mario Casas JuliÃ¡n VillagrÃ¡n JosÃ© Manuel Poga Inma Cuesta,Drama Action,"Antonio de la Torre,Mario Casas,JuliÃ¡n VillagrÃ¡n,JosÃ© Manuel Poga,Inma Cuesta","Drama,Action",Drama Action Antonio de la Torre Mario Casas JuliÃ¡n VillagrÃ¡n JosÃ© Manuel Poga Inma Cuesta
84281,tt2063666,0.327715,hello i must be going,Melanie Lynskey Blythe Danner John Rubinstein Julie White Dan Futterman,Drama Comedy Romance,"Melanie Lynskey,Blythe Danner,John Rubinstein,Julie White,Dan Futterman","Drama,Comedy,Romance",Drama Comedy Romance Melanie Lynskey Blythe Danner John Rubinstein Julie White Dan Futterman
150015,tt2460976,0.326556,love at the christmas table,Dustin Milligan Danica McKellar Lea Thompson Scott Patterson Brian Huskey,Comedy Romance TV Movie,"Dustin Milligan,Danica McKellar,Lea Thompson,Scott Patterson,Brian Huskey","Comedy,Romance,TV Movie",Comedy Romance TV Movie Dustin Milligan Danica McKellar Lea Thompson Scott Patterson Brian Huskey
160070,tt1540767,0.324553,apartment 1303 3d,Mischa Barton Rebecca De Mornay Julianne Michelle Corey Sevier John Diehl,Horror,"Mischa Barton,Rebecca De Mornay,Julianne Michelle,Corey Sevier,John Diehl",Horror,Horror Mischa Barton Rebecca De Mornay Julianne Michelle Corey Sevier John Diehl
92645,tt2081255,0.324354,grimm's snow white,Eliza Bennett Jane March Jamie Thomas King Joe Toedtling Sebastian Wimmer,Fantasy,"Eliza Bennett,Jane March,Jamie Thomas King,Joe Toedtling,Sebastian Wimmer",Fantasy,Fantasy Eliza Bennett Jane March Jamie Thomas King Joe Toedtling Sebastian Wimmer
134371,tt1985017,0.323947,atlas shrugged part ii,Samantha Mathis Jason Beghe Esai Morales Patrick Fabian Kim Rhodes,Drama Science Fiction Mystery,"Samantha Mathis,Jason Beghe,Esai Morales,Patrick Fabian,Kim Rhodes","Drama,Science Fiction,Mystery",Drama Science Fiction Mystery Samantha Mathis Jason Beghe Esai Morales Patrick Fabian Kim Rhodes
126757,tt2290065,0.323242,100 bloody acres,Damon Herriman Angus Sampson Anna McGahan John Jarratt Oliver Ackland,Comedy Horror,"Damon Herriman,Angus Sampson,Anna McGahan,John Jarratt,Oliver Ackland","Comedy,Horror",Comedy Horror Damon Herriman Angus Sampson Anna McGahan John Jarratt Oliver Ackland
96821,tt2177511,0.322978,cesare deve morire,Cosimo Rega Salvatore Striano Giovanni Arcuri Antonio Frasca J. Dario Bonetti,Drama Documentary,"Cosimo Rega,Salvatore Striano,Giovanni Arcuri,Antonio Frasca,J. Dario Bonetti","Drama,Documentary",Drama Documentary Cosimo Rega Salvatore Striano Giovanni Arcuri Antonio Frasca J. Dario Bonetti
78215,tt1876277,0.322496,into the white,Stig Henrik Hoff Lachlan Nieboer Rupert Grint Florian Lukas David Kross,Action Drama,"Stig Henrik Hoff,Lachlan Nieboer,Rupert Grint,Florian Lukas,David Kross","Action,Drama",Action Drama Stig Henrik Hoff Lachlan Nieboer Rupert Grint Florian Lukas David Kross
86555,tt1592281,0.322163,take this waltz,Michelle Williams Seth Rogen Luke Kirby Sarah Silverman Aaron Abrams,Drama Comedy,"Michelle Williams,Seth Rogen,Luke Kirby,Sarah Silverman,Aaron Abrams","Drama,Comedy",Drama Comedy Michelle Williams Seth Rogen Luke Kirby Sarah Silverman Aaron Abrams
101176,tt1612782,0.322007,the butterfly room,Barbara Steele Julia Putnam Ellery Sprayberry Heather Langenkamp Ray Wise,Horror Thriller,"Barbara Steele,Julia Putnam,Ellery Sprayberry,Heather Langenkamp,Ray Wise","Horror,Thriller",Horror Thriller Barbara Steele Julia Putnam Ellery Sprayberry Heather Langenkamp Ray Wise
138222,tt1885300,0.321712,best man down,Justin Long Jess Weixler Tyler Labine Addison Timlin Shelley Long,Comedy Drama,"Justin Long,Jess Weixler,Tyler Labine,Addison Timlin,Shelley Long","Comedy,Drama",Comedy Drama Justin Long Jess Weixler Tyler Labine Addison Timlin Shelley Long
84290,tt2011953,0.320781,keep the lights on,Thure Lindhardt Zachary Booth Julianne Nicholson Souleymane Sy Savane Paprika Steen,Drama Romance,"Thure Lindhardt,Zachary Booth,Julianne Nicholson,Souleymane Sy Savane,Paprika Steen","Drama,Romance",Drama Romance Thure Lindhardt Zachary Booth Julianne Nicholson Souleymane Sy Savane Paprika Steen
100529,tt1710417,0.320264,lola versus,Greta Gerwig Joel Kinnaman Bill Pullman Zoe Lister-Jones Debra Winger,Comedy,"Greta Gerwig,Joel Kinnaman,Bill Pullman,Zoe Lister-Jones,Debra Winger",Comedy,Comedy Greta Gerwig Joel Kinnaman Bill Pullman Zoe Lister-Jones Debra Winger
82533,tt1667307,0.319294,damsels in distress,Greta Gerwig Carrie MacLemore Megalyn Echikunwoke Analeigh Tipton Ryan Metcalf,Comedy Romance,"Greta Gerwig,Carrie MacLemore,Megalyn Echikunwoke,Analeigh Tipton,Ryan Metcalf","Comedy,Romance",Comedy Romance Greta Gerwig Carrie MacLemore Megalyn Echikunwoke Analeigh Tipton Ryan Metcalf
95754,tt2165641,0.25737,big time movie,Kendall Schmidt James Maslow Carlos PenaVega Logan Henderson Ciara Bravo,Comedy Family,"Kendall Schmidt,James Maslow,Carlos PenaVega,Logan Henderson,Ciara Bravo","Comedy,Family",Comedy Family Kendall Schmidt James Maslow Carlos PenaVega Logan Henderson Ciara Bravo
62008,tt1885265,0.318408,good deeds,Tyler Perry Phylicia RashÄd Thandie Newton Brian J. White Gabrielle Union,Comedy Drama Romance,"Tyler Perry,Phylicia RashÄd,Thandie Newton,Brian J. White,Gabrielle Union","Comedy,Drama,Romance",Comedy Drama Romance Tyler Perry Phylicia RashÄd Thandie Newton Brian J. White Gabrielle Union
120605,tt2280378,0.316209,the punisher: dirty laundry,Thomas Jane Ron Perlman Sammi Rotibi Karlin Walker Jack Goldenberg,Action Drama Thriller,"Thomas Jane,Ron Perlman,Sammi Rotibi,Karlin Walker,Jack Goldenberg","Action,Drama,Thriller",Action Drama Thriller Thomas Jane Ron Perlman Sammi Rotibi Karlin Walker Jack Goldenberg
63574,tt1710396,0.316117,joyful noise,Queen Latifah Dolly Parton Keke Palmer Kris Kristofferson Courtney B. Vance,Comedy Music,"Queen Latifah,Dolly Parton,Keke Palmer,Kris Kristofferson,Courtney B. Vance","Comedy,Music",Comedy Music Queen Latifah Dolly Parton Keke Palmer Kris Kristofferson Courtney B. Vance
101731,tt1839654,0.315868,the magic of belle isle,Morgan Freeman Virginia Madsen Madeline Carroll Emma Fuhrmann Nicolette Pierini,Comedy Drama,"Morgan Freeman,Virginia Madsen,Madeline Carroll,Emma Fuhrmann,Nicolette Pierini","Comedy,Drama",Comedy Drama Morgan Freeman Virginia Madsen Madeline Carroll Emma Fuhrmann Nicolette Pierini
118612,tt1799508,0.310779,after,Steven Strait Karolina Wydra Sandra Ellis Lafferty Ric Reitz Jackson Walker,Mystery Thriller,"Steven Strait,Karolina Wydra,Sandra Ellis Lafferty,Ric Reitz,Jackson Walker","Mystery,Thriller",Mystery Thriller Steven Strait Karolina Wydra Sandra Ellis Lafferty Ric Reitz Jackson Walker
84330,tt2085910,0.310077,room 237,Bill Blakemore Geoffrey Cocks Juli Kearns John Fell Ryan Jay Weidner,Documentary,"Bill Blakemore,Geoffrey Cocks,Juli Kearns,John Fell Ryan,Jay Weidner",Documentary,Documentary Bill Blakemore Geoffrey Cocks Juli Kearns John Fell Ryan Jay Weidner
91342,tt2197823,0.421746,barbie in a mermaid tale 2,Nakia Burrise Gary Chalk,Animation Family,"Nakia Burrise,Gary Chalk","Animation,Family",Animation Family Nakia Burrise Gary Chalk
84336,tt1770734,0.360699,shadow dancer,Andrea Riseborough Clive Owen Gillian Anderson Aidan Gillen Domhnall Gleeson,Thriller,"Andrea Riseborough,Clive Owen,Gillian Anderson,Aidan Gillen,Domhnall Gleeson",Thriller,Thriller Andrea Riseborough Clive Owen Gillian Anderson Aidan Gillen Domhnall Gleeson
84184,tt1405365,0.304212,celeste & jesse forever,Rashida Jones Andy Samberg Elijah Wood Emma Roberts Ari Graynor,Comedy Drama Romance,"Rashida Jones,Andy Samberg,Elijah Wood,Emma Roberts,Ari Graynor","Comedy,Drama,Romance",Comedy Drama Romance Rashida Jones Andy Samberg Elijah Wood Emma Roberts Ari Graynor
94204,tt1810697,0.15305,meeting evil,Leslie Bibb Samuel L. Jackson Luke Wilson Peyton List,Crime Drama Mystery Thriller,"Leslie Bibb,Samuel L. Jackson,Luke Wilson,Peyton List","Crime,Drama,Mystery,Thriller",Crime Drama Mystery Thriller Leslie Bibb Samuel L. Jackson Luke Wilson Peyton List
115084,tt1886644,0.297944,piranhaconda,Michael Madsen Rachel Hunter Shandi Finnessey Teri Ivens Rib Hillis,Horror Science Fiction,"Michael Madsen,Rachel Hunter,Shandi Finnessey,Teri Ivens,Rib Hillis","Horror,Science Fiction",Horror Science Fiction Michael Madsen Rachel Hunter Shandi Finnessey Teri Ivens Rib Hillis
117923,tt1780983,0.295547,assassin's bullet,Christian Slater Donald Sutherland Elika Portnoy Timothy Spall Ivaylo Geraskov,Action Thriller,"Christian Slater,Donald Sutherland,Elika Portnoy,Timothy Spall,Ivaylo Geraskov","Action,Thriller",Action Thriller Christian Slater Donald Sutherland Elika Portnoy Timothy Spall Ivaylo Geraskov
124972,tt1718158,0.29467,generation um...,Keanu Reeves Bojana NovakoviÄ‡ Adelaide Clemens Jake Hoffman Ashley Austin Morris,Drama,"Keanu Reeves,Bojana NovakoviÄ‡,Adelaide Clemens,Jake Hoffman,Ashley Austin Morris",Drama,Drama Keanu Reeves Bojana NovakoviÄ‡ Adelaide Clemens Jake Hoffman Ashley Austin Morris
90118,tt1912982,0.2574,a little bit zombie,Stephen McHattie Kristopher Turner Crystal Lowe Shawn Roberts Emilie Ullerup,Science Fiction Comedy Horror,"Stephen McHattie,Kristopher Turner,Crystal Lowe,Shawn Roberts,Emilie Ullerup","Science Fiction,Comedy,Horror",Science Fiction Comedy Horror Stephen McHattie Kristopher Turner Crystal Lowe Shawn Roberts Emilie Ullerup
85414,tt1990181,0.292536,brake,Stephen Dorff Chyler Leigh JR Bourne Tom Berenger Kali Rocha,Action Thriller,"Stephen Dorff,Chyler Leigh,JR Bourne,Tom Berenger,Kali Rocha","Action,Thriller",Action Thriller Stephen Dorff Chyler Leigh JR Bourne Tom Berenger Kali Rocha
129533,tt2396690,0.292449,barbie: the princess & the popstar,Kelly Sheridan Jennifer Waris Ashleigh Ball Tiffany Giardina Ellie King,Family Animation,"Kelly Sheridan,Jennifer Waris,Ashleigh Ball,Tiffany Giardina,Ellie King","Family,Animation",Family Animation Kelly Sheridan Jennifer Waris Ashleigh Ball Tiffany Giardina Ellie King
122192,tt1946298,0.292387,le guetteur,Violante Placido Daniel Auteuil Mathieu Kassovitz Arly Jover Olivier Gourmet,Action Crime,"Violante Placido,Daniel Auteuil,Mathieu Kassovitz,Arly Jover,Olivier Gourmet","Action,Crime",Action Crime Violante Placido Daniel Auteuil Mathieu Kassovitz Arly Jover Olivier Gourmet
122924,tt1881024,0.291458,one in the chamber,Dolph Lundgren Cuba Gooding Jr. Leo Gregory Billy Murray Claudia Bassols,Action Thriller,"Dolph Lundgren,Cuba Gooding Jr.,Leo Gregory,Billy Murray,Claudia Bassols","Action,Thriller",Action Thriller Dolph Lundgren Cuba Gooding Jr. Leo Gregory Billy Murray Claudia Bassols
136403,tt2070776,0.290977,populaire,Romain Duris DÃ©borah FranÃ§ois BÃ©rÃ©nice Bejo Shaun Benson MÃ©lanie Bernier,Comedy,"Romain Duris,DÃ©borah FranÃ§ois,BÃ©rÃ©nice Bejo,Shaun Benson,MÃ©lanie Bernier",Comedy,Comedy Romain Duris DÃ©borah FranÃ§ois BÃ©rÃ©nice Bejo Shaun Benson MÃ©lanie Bernier
127370,tt1047011,0.29082,song for marion,Terence Stamp Vanessa Redgrave Gemma Arterton Christopher Eccleston Anne Reid,Music Comedy Romance Drama,"Terence Stamp,Vanessa Redgrave,Gemma Arterton,Christopher Eccleston,Anne Reid","Music,Comedy,Romance,Drama",Music Comedy Romance Drama Terence Stamp Vanessa Redgrave Gemma Arterton Christopher Eccleston Anne Reid
84287,tt1966604,0.288849,the imposter,FrÃ©dÃ©ric Bourdin Adam O'Brian Anna Ruben Cathy Dresbach Alan Teichman,Documentary Drama,"FrÃ©dÃ©ric Bourdin,Adam O'Brian,Anna Ruben,Cathy Dresbach,Alan Teichman","Documentary,Drama",Documentary Drama FrÃ©dÃ©ric Bourdin Adam O'Brian Anna Ruben Cathy Dresbach Alan Teichman
114958,tt1986953,0.287294,storage 24,Noel Clarke Colin O'Donoghue Antonia Campbell-Hughes Ned Dennehy Laura Haddock,Horror Science Fiction,"Noel Clarke,Colin O'Donoghue,Antonia Campbell-Hughes,Ned Dennehy,Laura Haddock","Horror,Science Fiction",Horror Science Fiction Noel Clarke Colin O'Donoghue Antonia Campbell-Hughes Ned Dennehy Laura Haddock
84317,tt1907731,0.286615,nobody walks,Dylan McDermott John Krasinski Jane Levy Olivia Thirlby Rosemarie DeWitt,Drama,"Dylan McDermott,John Krasinski,Jane Levy,Olivia Thirlby,Rosemarie DeWitt",Drama,Drama Dylan McDermott John Krasinski Jane Levy Olivia Thirlby Rosemarie DeWitt
103370,tt2215285,0.285321,madea's witness protection,Tyler Perry Eugene Levy Denise Richards Doris Roberts Devan Leos,Drama Comedy Crime,"Tyler Perry,Eugene Levy,Denise Richards,Doris Roberts,Devan Leos","Drama,Comedy,Crime",Drama Comedy Crime Tyler Perry Eugene Levy Denise Richards Doris Roberts Devan Leos
141423,tt2565938,0.283371,the legend of mor'du,Julie Walters Steve Purcell Callum O'Neil,Animation Family,"Julie Walters,Steve Purcell,Callum O'Neil","Animation,Family",Animation Family Julie Walters Steve Purcell Callum O'Neil
85546,tt2027265,0.281092,une vie meilleure,Guillaume Canet LeÃ¯la Bekhti Slimane Khettabi Abraham Belaga Nicolas Abraham,Drama,"Guillaume Canet,LeÃ¯la Bekhti,Slimane Khettabi,Abraham Belaga,Nicolas Abraham",Drama,Drama Guillaume Canet LeÃ¯la Bekhti Slimane Khettabi Abraham Belaga Nicolas Abraham
135647,tt1433207,0.280787,the details,Tobey Maguire Elizabeth Banks Kerry Washington Ray Liotta Laura Linney,Comedy Drama,"Tobey Maguire,Elizabeth Banks,Kerry Washington,Ray Liotta,Laura Linney","Comedy,Drama",Comedy Drama Tobey Maguire Elizabeth Banks Kerry Washington Ray Liotta Laura Linney
80384,tt1651323,0.26913,breaking wind,Heather Ann Davis Eric Callero Frank Pacheco Michael Adam Hamilton Alice Rietveld,Horror Comedy,"Heather Ann Davis,Eric Callero,Frank Pacheco,Michael Adam Hamilton,Alice Rietveld","Horror,Comedy",Horror Comedy Heather Ann Davis Eric Callero Frank Pacheco Michael Adam Hamilton Alice Rietveld
133369,tt2330322,0.276448,the conspiracy,Aaron Poole James Gilbert Ian Anderson Peter Apostolopoulos Roger Beck,Horror Thriller,"Aaron Poole,James Gilbert,Ian Anderson,Peter Apostolopoulos,Roger Beck","Horror,Thriller",Horror Thriller Aaron Poole James Gilbert Ian Anderson Peter Apostolopoulos Roger Beck
124075,tt2263058,0.222923,more than honey,Fred Jaggi Randolf Menzel John Miller Liane Singer Heidrun Singer,Documentary,"Fred Jaggi,Randolf Menzel,John Miller,Liane Singer,Heidrun Singer",Documentary,Documentary Fred Jaggi Randolf Menzel John Miller Liane Singer Heidrun Singer
98368,tt2182019,0.26859,modus anomali,Rio Dewanto Hannah Al Rashid Aridh Tritama Izzi Isman Sadha Triyudha,Horror Thriller,"Rio Dewanto,Hannah Al Rashid,Aridh Tritama,Izzi Isman,Sadha Triyudha","Horror,Thriller",Horror Thriller Rio Dewanto Hannah Al Rashid Aridh Tritama Izzi Isman Sadha Triyudha
87440,tt1791614,0.267406,struck by lightning,Dermot Mulroney Sarah Hyland Chris Colfer Allison Janney Christina Hendricks,Comedy Drama,"Dermot Mulroney,Sarah Hyland,Chris Colfer,Allison Janney,Christina Hendricks","Comedy,Drama",Comedy Drama Dermot Mulroney Sarah Hyland Chris Colfer Allison Janney Christina Hendricks
119193,tt1934205,0.267325,ce que le jour doit ã  la nuit,Nora Arnezeder Fu'ad AÃ¯t Aattou Anne Parillaud Vincent PÃ©rez Anne Consigny,Drama History Romance,"Nora Arnezeder,Fu'ad AÃ¯t Aattou,Anne Parillaud,Vincent PÃ©rez,Anne Consigny","Drama,History,Romance",Drama History Romance Nora Arnezeder Fu'ad AÃ¯t Aattou Anne Parillaud Vincent PÃ©rez Anne Consigny
138376,tt2083379,0.266186,a dark truth,Andy GarcÃ­a Kim Coates Deborah Kara Unger Eva Longoria Forest Whitaker,Action Thriller,"Andy GarcÃ­a,Kim Coates,Deborah Kara Unger,Eva Longoria,Forest Whitaker","Action,Thriller",Action Thriller Andy GarcÃ­a Kim Coates Deborah Kara Unger Eva Longoria Forest Whitaker
84341,tt2063781,0.266025,smashed,Mary Elizabeth Winstead Aaron Paul Octavia Spencer Nick Offerman Megan Mullally,Drama,"Mary Elizabeth Winstead,Aaron Paul,Octavia Spencer,Nick Offerman,Megan Mullally",Drama,Drama Mary Elizabeth Winstead Aaron Paul Octavia Spencer Nick Offerman Megan Mullally
86703,tt2043757,0.265119,2-headed shark attack,Carmen Electra Charlie O'Connell Brooke Hogan Gerald Webb David Gallegos,Horror Action Thriller Science Fiction,"Carmen Electra,Charlie O'Connell,Brooke Hogan,Gerald Webb,David Gallegos","Horror,Action,Thriller,Science Fiction",Horror Action Thriller Science Fiction Carmen Electra Charlie O'Connell Brooke Hogan Gerald Webb David Gallegos
103173,tt1709652,0.264257,dragon age: dawn of the seeker,Christopher Sabat J. Michael Tatum John Swasey Luci Christian Mike McFarland,Fantasy Animation,"Christopher Sabat,J. Michael Tatum,John Swasey,Luci Christian,Mike McFarland","Fantasy,Animation",Fantasy Animation Christopher Sabat J. Michael Tatum John Swasey Luci Christian Mike McFarland
115276,tt1921070,0.263969,pusher,Richard Coyle Agyness Deyn Neil Maskell Paul Kaye Zlatko BuriÄ‡,Thriller,"Richard Coyle,Agyness Deyn,Neil Maskell,Paul Kaye,Zlatko BuriÄ‡",Thriller,Thriller Richard Coyle Agyness Deyn Neil Maskell Paul Kaye Zlatko BuriÄ‡
121831,tt2077747,0.474678,"love, marilyn",Elizabeth Banks Lindsay Lohan Evan Rachel Wood Uma Thurman Ben Foster,Documentary,"Elizabeth Banks,Lindsay Lohan,Evan Rachel Wood,Uma Thurman,Ben Foster",Documentary,Documentary Elizabeth Banks Lindsay Lohan Evan Rachel Wood Uma Thurman Ben Foster
138038,tt2326087,0.262531,girl vs. monster,Olivia Holt Brendan Meyer Kerris Dorsey Katherine McNamara Tracy Dawson,Comedy Family Science Fiction,"Olivia Holt,Brendan Meyer,Kerris Dorsey,Katherine McNamara,Tracy Dawson","Comedy,Family,Science Fiction",Comedy Family Science Fiction Olivia Holt Brendan Meyer Kerris Dorsey Katherine McNamara Tracy Dawson
150229,tt1838475,0.261895,boot tracks,Stephen Dorff Michelle Monaghan Willem Dafoe Tara Buck,Thriller,"Stephen Dorff,Michelle Monaghan,Willem Dafoe,Tara Buck",Thriller,Thriller Stephen Dorff Michelle Monaghan Willem Dafoe Tara Buck
121873,tt1674773,0.136043,hannah arendt,Barbara Sukowa Axel Milberg Janet McTeer Julia Jentsch Nicholas Woodeson,Drama,"Barbara Sukowa,Axel Milberg,Janet McTeer,Julia Jentsch,Nicholas Woodeson",Drama,Drama Barbara Sukowa Axel Milberg Janet McTeer Julia Jentsch Nicholas Woodeson
71679,tt1855325,0.260624,resident evil: retribution,Milla Jovovich Sienna Guillory Michelle Rodriguez Aryana Engineer Li Bingbing,Action Horror Science Fiction,"Milla Jovovich,Sienna Guillory,Michelle Rodriguez,Aryana Engineer,Li Bingbing","Action,Horror,Science Fiction",Action Horror Science Fiction Milla Jovovich Sienna Guillory Michelle Rodriguez Aryana Engineer Li Bingbing
119685,tt2140141,0.258942,mass effect: paragon lost,Laura Bailey Bruce Carey Justin Cook Jason Douglas,Animation Action Science Fiction,"Laura Bailey,Bruce Carey,Justin Cook,Jason Douglas","Animation,Action,Science Fiction",Animation Action Science Fiction Laura Bailey Bruce Carey Justin Cook Jason Douglas
92393,tt2062661,0.257867,tape 407,Abigail Schrader Samantha Lester James Lyons Melanie Lyons Samantha Sloyan,Horror Thriller Science Fiction,"Abigail Schrader,Samantha Lester,James Lyons,Melanie Lyons,Samantha Sloyan","Horror,Thriller,Science Fiction",Horror Thriller Science Fiction Abigail Schrader Samantha Lester James Lyons Melanie Lyons Samantha Sloyan
46429,tt0829176,0.255948,gallowwalkers,Wesley Snipes Riley Smith Tanit Phoenix Simona Brhlikova Steven Elder,Action Horror Western,"Wesley Snipes,Riley Smith,Tanit Phoenix,Simona Brhlikova,Steven Elder","Action,Horror,Western",Action Horror Western Wesley Snipes Riley Smith Tanit Phoenix Simona Brhlikova Steven Elder
126277,tt1959332,0.255854,american mary,Katharine Isabelle Julia Maxwell Antonio Cupo Tristan Risk Paula Lindberg,Horror Thriller,"Katharine Isabelle,Julia Maxwell,Antonio Cupo,Tristan Risk,Paula Lindberg","Horror,Thriller",Horror Thriller Katharine Isabelle Julia Maxwell Antonio Cupo Tristan Risk Paula Lindberg
129734,tt2371824,0.255387,paradies: glaube,Maria HofstÃ¤tter Nabil Saleh Natalya Baranova Rene Rupnik Daniel Hoesl,Drama,"Maria HofstÃ¤tter,Nabil Saleh,Natalya Baranova,Rene Rupnik,Daniel Hoesl",Drama,Drama Maria HofstÃ¤tter Nabil Saleh Natalya Baranova Rene Rupnik Daniel Hoesl
135921,tt2366308,0.255341,everything or nothing: the untold story of 007,Daniel Craig Pierce Brosnan Timothy Dalton Roger Moore George Lazenby,Documentary,"Daniel Craig,Pierce Brosnan,Timothy Dalton,Roger Moore,George Lazenby",Documentary,Documentary Daniel Craig Pierce Brosnan Timothy Dalton Roger Moore George Lazenby
119478,tt2061822,0.253871,devil seed,Vanessa Broze Michelle Argyris Shantelle Canzanese Michael G. Wilmot,Horror,"Vanessa Broze,Michelle Argyris,Shantelle Canzanese,Michael G. Wilmot",Horror,Horror Vanessa Broze Michelle Argyris Shantelle Canzanese Michael G. Wilmot
106337,tt1793223,0.252357,free samples,Jess Weixler Jesse Eisenberg Jason Ritter Halley Feiffer Keir O'Donnell,Comedy,"Jess Weixler,Jesse Eisenberg,Jason Ritter,Halley Feiffer,Keir O'Donnell",Comedy,Comedy Jess Weixler Jesse Eisenberg Jason Ritter Halley Feiffer Keir O'Donnell
76589,tt2027128,0.250992,justice league: doom,Nathan Fillion Olivia d'Abo Claudia Black Michael Rosenbaum Tim Daly,Action Animation Thriller,"Nathan Fillion,Olivia d'Abo,Claudia Black,Michael Rosenbaum,Tim Daly","Action,Animation,Thriller",Action Animation Thriller Nathan Fillion Olivia d'Abo Claudia Black Michael Rosenbaum Tim Daly
130739,tt1954701,0.218221,oh boy,Tom Schilling Marc Hosemann Friederike Kempter Justus von DohnÃ¡nyi Katharina SchÃ¼ttler,Comedy Drama,"Tom Schilling,Marc Hosemann,Friederike Kempter,Justus von DohnÃ¡nyi,Katharina SchÃ¼ttler","Comedy,Drama",Comedy Drama Tom Schilling Marc Hosemann Friederike Kempter Justus von DohnÃ¡nyi Katharina SchÃ¼ttler
109391,tt1618445,0.249026,the we and the i,Michael Brodie Teresa Lynn Laidychen Carrasco Raymond Delgado Jonathan Ortiz,Drama Science Fiction,"Michael Brodie,Teresa Lynn,Laidychen Carrasco,Raymond Delgado,Jonathan Ortiz","Drama,Science Fiction",Drama Science Fiction Michael Brodie Teresa Lynn Laidychen Carrasco Raymond Delgado Jonathan Ortiz
126337,tt1758610,0.247431,unconditional,Lynn Collins Michael Ealy Bruce McGill Kwesi Boakye Diego Klattenhoff,Drama,"Lynn Collins,Michael Ealy,Bruce McGill,Kwesi Boakye,Diego Klattenhoff",Drama,Drama Lynn Collins Michael Ealy Bruce McGill Kwesi Boakye Diego Klattenhoff
109843,tt1760967,0.246129,ill manors,Riz Ahmed Ed Skrein Natalie Press Anouska Mond Lee Allen,Crime Drama,"Riz Ahmed,Ed Skrein,Natalie Press,Anouska Mond,Lee Allen","Crime,Drama",Crime Drama Riz Ahmed Ed Skrein Natalie Press Anouska Mond Lee Allen
98369,tt1758575,0.242816,blue like jazz,Marshall Allman Claire Holt Tania Raymonde Justin Welborn Eric Lange,Drama Comedy,"Marshall Allman,Claire Holt,Tania Raymonde,Justin Welborn,Eric Lange","Drama,Comedy",Drama Comedy Marshall Allman Claire Holt Tania Raymonde Justin Welborn Eric Lange
98586,tt1843202,0.241334,the pelayos,Daniel BrÃ¼hl LluÃ­s Homar Blanca SuÃ¡rez Sonia Casademont Hui Chi Chiu,Drama,"Daniel BrÃ¼hl,LluÃ­s Homar,Blanca SuÃ¡rez,Sonia Casademont,Hui Chi Chiu",Drama,Drama Daniel BrÃ¼hl LluÃ­s Homar Blanca SuÃ¡rez Sonia Casademont Hui Chi Chiu
84316,tt2076897,0.238135,my brother the devil,James Floyd Fady Elsayed SaÃ¯d Taghmaoui Aymen Hamdouchi Ashley Bashy Thomas,Drama,"James Floyd,Fady Elsayed,SaÃ¯d Taghmaoui,Aymen Hamdouchi,Ashley Bashy Thomas",Drama,Drama James Floyd Fady Elsayed SaÃ¯d Taghmaoui Aymen Hamdouchi Ashley Bashy Thomas
84342,tt2062996,0.235271,something from nothing: the art of rap,Ice-T Dr. Dre Ice Cube Snoop Dogg Eminem,Documentary,"Ice-T,Dr. Dre,Ice Cube,Snoop Dogg,Eminem",Documentary,Documentary Ice-T Dr. Dre Ice Cube Snoop Dogg Eminem
141528,tt2166364,0.235178,time travel mater,Larry the Cable Guy Keith Ferguson John Michael Higgins Katherine Helmond,Adventure Animation Comedy Family Fantasy,"Larry the Cable Guy,Keith Ferguson,John Michael Higgins,Katherine Helmond","Adventure,Animation,Comedy,Family,Fantasy",Adventure Animation Comedy Family Fantasy Larry the Cable Guy Keith Ferguson John Michael Higgins Katherine Helmond
133764,tt2208216,0.234982,aurora,Jurga Jutaite Marius Jampolskis Brice Fournier Å arÅ«nas Bartas Arnoldas Eisimantas,Science Fiction Romance,"Jurga Jutaite,Marius Jampolskis,Brice Fournier,Å arÅ«nas Bartas,Arnoldas Eisimantas","Science Fiction,Romance",Science Fiction Romance Jurga Jutaite Marius Jampolskis Brice Fournier Å arÅ«nas Bartas Arnoldas Eisimantas
135309,tt2117905,0.233634,lake placid: the final chapter,Yancy Butler Robert Englund Daniel Black Elisabeth RÃ¶hm Caroline Ford,Horror Science Fiction,"Yancy Butler,Robert Englund,Daniel Black,Elisabeth RÃ¶hm,Caroline Ford","Horror,Science Fiction",Horror Science Fiction Yancy Butler Robert Englund Daniel Black Elisabeth RÃ¶hm Caroline Ford
148265,tt2258337,0.167892,eega,Sudeep Nani Samantha Ruth Prabhu Devadarshini Thagubothu Ramesh,Science Fiction Romance,"Sudeep,Nani,Samantha Ruth Prabhu,Devadarshini,Thagubothu Ramesh","Science Fiction,Romance",Science Fiction Romance Sudeep Nani Samantha Ruth Prabhu Devadarshini Thagubothu Ramesh
79550,tt1560978,0.22986,rogue river,Michelle Page Art Alexakis Chris Coy Michael Cudlitz Lucinda Jenney,Horror Thriller,"Michelle Page,Art Alexakis,Chris Coy,Michael Cudlitz,Lucinda Jenney","Horror,Thriller",Horror Thriller Michelle Page Art Alexakis Chris Coy Michael Cudlitz Lucinda Jenney
